"","stats.usersrated","stats.numweights","stats.owned","details.name","stats.average","stats.averageweight","details.yearpublished"
"20628",1,1,2,"Viva San Martin!",5.5,2,2005
"20629",1,1,2,"Across the Andes",5.5,2,2005
"20630",1,1,2,"Saviors of My Country",5.5,2,2005
"20631",1,1,2,"The Fate of a Continent",5.5,2,2005
"20632",1,1,2,"There Stands Jackson",5.5,2,2005
"20633",5503,431,5294,"London",7.41782,2.8817,2010
"20634",1,1,4,"Damn the Torpedoes!",6,2,2006
"20635",1,1,4,"We are the Flank",5.5,2,2005
"20636",1,1,4,"General Lee, I Have No Division!",5.5,2,2007
"20637",453,37,866,"Dweebies",6.08163,1.0811,2010
"20638",7,2,2,"Mirador",6.85714,2.5,2010
"20639",266,44,801,"Gettysburg",7.27538,2.8409,2010
"20640",63,2,257,"A Touch of Evil: Volgovian Nutcracker",7.43968,2,2009
"20641",4,1,8,"Olsen banden spillet: De 14 kup",6.75,2,2008
"20642",1,1,5,"Culture Shock",6,2,1998
"20643",17,6,46,"Gospitch  & Ocaña 1809",7.55882,2.6667,2010
"20644",1,1,1,"Elementaurs Boot Camp",4,1,2010
"20645",4,1,6,"Ransom Trump",5.5,2,2008
"20646",149,13,315,"Seven Card Samurai",5.53087,1.3077,2010
"20647",2597,241,3011,"Age of Industry",7.46687,3.3693,2010
"20648",2254,147,3157,"Mystery Express",6.57553,2.6667,2010
"20649",139,26,708,"The Blitzkrieg Legend: The Battle for France, 1940",8.05288,3.8846,2012
"20650",3,1,8,"But",5.33333,2,1971
"20651",6,1,21,"Extrem Memo",6.5,1,2010
"20652",558,55,695,"Don Quixote",6.06437,1.6364,2010
"20653",953,65,3763,"Le Havre: Le Grand Hameau",7.78931,3.4462,2010
"20654",13,3,20,"Panty Raider",6.23077,1.6667,2010
"20655",7,3,17,"1099: Domus clari Geminiani",6.35714,1.6667,2010
"20656",50,6,150,"Scary Tales: Prince Charming vs. Hansel",5.816,1.6667,2010
"20657",37,6,71,"Fast Lane",5.50838,1,2010
"20658",6,1,12,"Word Pirates! Quick Play Edition",5,1,2009
"20659",3679,224,7669,"The Rivals for Catan",7.09132,2.317,2010
"20660",3,1,9,"Angel",2.66667,3,2002
"20661",300,27,873,"Industry",6.44218,2.8889,2010
"20662",20,2,98,"Valdora: Sechs Sonderaufträge",7.175,1.5,2010
"20663",95,26,248,"The Lost Cause",7.44789,2.5,2010
"20664",729,70,1937,"Pocket Battles: Elves vs. Orcs",6.67572,2.0429,2010
"20665",559,57,776,"Keltis: Das Orakel",6.98659,2.1053,2010
"20666",151,10,413,"Q•bitz",6.06159,1.5,2009
"20667",6740,312,14051,"Dominion: Alchemy",6.98311,2.4551,2010
"20668",3,1,3,"Marlborough s'en va-t-en guerre",7.5,3,2003
"20669",3,1,7,"Super Thoughts and Actions: Daredevil",6.33333,1,2007
"20670",234,20,264,"Snapshot",6.2744,1.25,2010
"20671",99,9,299,"Ubongo: Die Erweiterung für 5-6 Spieler",7.23788,1.5556,2010
"20672",408,26,790,"Zooloretto Junior",6.8266,1.4231,2010
"20673",2967,175,7562,"Race for the Galaxy: The Brink of War",7.77752,3.3486,2010
"20674",179,9,316,"Le Donjon de Naheulbeuk",6.7933,1.8889,2010
"20675",267,17,744,"Mystery Rummy: Escape from Alcatraz",7.00243,1.4118,2009
"20676",17,1,24,"Joggle",4.70176,2,2010
"20677",20,4,49,"Inevitable",6,3.25,2010
"20678",10,2,18,"El Internado: El juego de mesa",4,1,2009
"20679",6,2,10,"Made in the USA the Game",4.33333,1,2001
"20680",2,1,2,"Bluemini: My Dog's House",6.5,1,1992
"20681",2586,195,2895,"Dragonheart",6.60463,1.3692,2010
"20682",2,1,2,"Fast Play Rules for the Battle of Lesnaya (1708)",6.75,2,2007
"20683",1,1,7,"Das Kleine Gespenst: BMM",4,1,2010
"20684",8819,583,10446,"Fresco",7.33726,2.6346,2010
"20685",406,26,1307,"New York",6.65488,2.0769,2011
"20686",815,70,1230,"It Happens..",6.24592,1.4,2010
"20687",17,1,55,"Spiel mit Lukas: Dribbel-Fieber",6.46471,1,2010
"20688",252,30,880,"U-Build Monopoly",5.30048,1.8333,2010
"20689",4,1,4,"Wars of Empire I: The Seven Weeks War of 1866",7.125,2,2003
"20690",1,1,2,"The Eagle's Last Flight: Eagles & Empire I",5,2,2005
"20691",1,1,1,"Playing Leap Frog",7,3,2005
"20692",103,9,277,"Monopoly Revolution",5.07087,1.5556,2010
"20693",1410,135,1537,"Samarkand: Routes to Riches",6.91117,2.2815,2010
"20694",14,3,22,"Nyse",6.75,1.3333,2010
"20695",2,1,5,"NYA Familjens Frågespel",6.2,1,2010
"20696",6,1,1,"What Everyone Should Know About TRAVELLING IN EUROPE",4.58333,1,2010
"20697",22,1,37,"Party Alias (Travel)",6.1,2,2010
"20698",119,9,234,"Galapagos",5.39076,2.3333,2010
"20699",24,7,45,"Good Cat Bad Cat",6.05417,1.1429,2010
"20700",44,1,69,"Triplica",5.43409,1,2010
"20701",2,1,3,"Lexico LT-ENG",5.5,1,2009
"20702",3,1,3,"Dragon Jewels",6.66667,1,2010
"20703",33,4,41,"Awans: Zostań Marszałkiem Polski",5.00606,1,2009
"20704",22,1,61,"Sync Up!",6.17955,1,2009
"20705",3,1,4,"A Fatal Blow",7.5,3,2010
"20706",210,9,912,"Heroscape Expansion Set D1: Champions of the Forgotten Realms",7.86619,2.3333,2010
"20707",3,1,2,"BOMP",6.3,1,2010
"20708",4468,269,8655,"Dungeons & Dragons: Wrath of Ashardalon Board Game",7.21894,2.6283,2011
"20709",7095,519,7215,"Glen More",7.36028,2.6724,2010
"20710",3,1,6,"BrainBox: Art",5.33333,1,2009
"20711",14,5,113,"Loups gris en Atlantique",5.96429,1.6,2010
"20712",3,1,3,"Wyx",5.16667,2,2009
"20713",4,2,15,"Dino Duel",5.25,1,2008
"20714",58,3,188,"The Crow and the Pitcher",5.73943,2,2010
"20715",1389,82,1913,"Dungeon Run",6.32394,2.2073,2011
"20716",13,3,23,"Rakete",5.38462,1,2010
"20717",335,30,413,"Souvlaki Wars",6.46567,1.5667,2011
"20718",54,3,415,"Zooloretto: Iberian Lynx",6.23539,2,2010
"20719",45,6,113,"House of Spirits",5.89333,1.8333,2010
"20720",298,24,584,"Mad Zeppelin",5.29886,1.9167,2010
"20721",2,2,1,"Diceopolis",5,1.5,2010
"20722",23,2,118,"Le Franc Tireur #12: PTO and Chinese Civil War for ASL",7.97826,2.5,2010
"20723",2,1,9,"Seii Taishogun: Sengoku Karuto",5.125,2,2010
"20724",46,2,168,"Timber Tom: The Wollemi Pines",7.3,2,2010
"20725",16,3,24,"Roope-Setä Liikemiespeli",4.75,1.6667,2010
"20726",4060,332,4153,"The Speicherstadt",7.07082,2.2771,2010
"20727",263,29,549,"Queen's Ransom",5.75574,1.5172,2010
"20728",624,33,1782,"BANG! Wild West Show",6.76082,1.8485,2010
"20729",990,34,2655,"The Red Dragon Inn 3",7.1967,1.9706,2011
"20730",28,3,37,"Zaic",7.06429,1.6667,2010
"20731",2,1,14,"Meeplecrawl",6,2,2010
"20732",1,1,3,"Supremacy at Sea",6,4,2005
"20733",34,8,100,"Turning Point",6.34559,1.75,2009
"20734",40,2,62,"Kakuzu",5.8575,1,2010
"20735",13,3,31,"Advanced Vive l'Empereur",8.19231,2,2004
"20736",65,10,97,"Odin's Table",6.05846,1.8,2010
"20737",2,2,4,"Drewdle",7,2,2010
"20738",1,1,5,"The Shell Game",5,1,2009
"20739",16,3,30,"Mine out",6.25,3.3333,2008
"20740",2322,173,2679,"GOSU",6.61998,2.4046,2010
"20741",1285,63,2629,"Wits & Wagers Family",6.97308,1.127,2010
"20742",6095,475,5852,"Navegador",7.58656,3.0905,2010
"20743",237,23,131,"Just4Fun Colours",5.50717,1.087,2010
"20744",53,2,349,"A Game of Thrones: The Card Game – A King in the North",6.63566,2.5,2010
"20745",84,5,367,"Killer Bunnies and the Ultimate Odyssey",5.3069,1.2,2010
"20746",5,1,39,"Rally Point Volume 4",7.8,4,2009
"20747",405,45,490,"Two by Two",6.10001,1.5111,2010
"20748",33,3,86,"Metropoli",6.16667,2,2010
"20749",351,34,590,"Titania",6.40776,2.2353,2010
"20750",17,3,22,"Op Zoek Naar... Lutjebroek",5.91176,1.3333,2010
"20751",50,2,352,"Okko, Pajan Gun'Taï",7.408,1.5,2010
"20752",61,8,269,"Grave Robbers III: Suburban Slashers from Sunnydale Street",6.35659,1.625,2009
"20753",93,9,139,"Uncle Chestnut's Table Gype",6.34973,2,2010
"20754",1753,79,5893,"Carcassonne: Bridges, Castles, and Bazaars",6.95748,2.0253,2010
"20755",1,1,2,"A Drop Too Many",5,2,2005
"20756",3,1,5,"Air Wars",6.5,3,1989
"20757",1,1,3,"Civil Disorder",6,3,2001
"20758",1,1,2,"Crossing the Wire",6,2,2006
"20759",2,1,4,"Go! Go! Go!",4.75,2,2003
"20760",117,24,204,"Recicle: Tempos de Crise",7.52778,3.0417,2010
"20761",2,1,5,"Heroic Samurai",6,3,2006
"20762",3,1,4,"La Felicissima Armada",6,2,1995
"20763",1,1,2,"Men At Arms",6,2,2003
"20764",1,1,1,"Warfare in Western Europe, 1050-1300",6,2,1995
"20765",14,2,25,"Rappakalja Matkapeli",5.71429,1.5,2009
"20766",2005,97,6272,"Dominion: Stash Promo Card",7.28556,2.1959,2010
"20767",2,1,1,"Old Fritz",7,3,1992
"20768",1,1,3,"Red Army: White Guards",6,2,2007
"20769",10252,442,20718,"Dominion: Prosperity",8.30579,2.5,2010
"20770",78,12,232,"Sumoku",6.00936,1.4167,2010
"20771",1,1,3,"Trench Assault",6,2,2008
"20772",1,1,1,"Taking the Bull by the Horns",6,3,2007
"20773",1,1,4,"Aegir's Fire",6,2,2003
"20774",13,1,9,"Web of Flies",7.07692,3,2010
"20775",9,1,37,"Schwerpunkt: Volume 15",6.33333,4,2009
"20776",3,1,3,"Ruler of Decktonia",3.5,2,2010
"20777",10,1,37,"Secrets of the Third Reich: Doomsday",7.2,4,2009
"20778",4,2,4,"Wyspa",4.875,2.5,2008
"20779",1,1,4,"Front Rank...Fire!",6,2,1978
"20780",1,1,0,"Pentox",6.5,2,1991
"20781",1,1,5,"Tank Duel",6,2,1983
"20782",12,4,81,"Sophonisba and the Battle of the Great Plains: SPQR Module",7.35417,3.25,1994
"20783",749,54,2101,"Rattus: Pied Piper",7.326,2.2593,2010
"20784",290,42,709,"Space Infantry",6.94759,2.1667,2011
"20785",1,1,1,"Hidden City Philadelphia",5,1,2009
"20786",150,11,282,"Heckmeck Junior",6.128,1.1818,2010
"20787",336,26,648,"Heckmeck Barbecue",6.2261,1.5,2010
"20788",18,2,26,"Flinke Stinker",5.51667,1,2010
"20789",40,6,120,"Flying Lead",7.565,2.6667,2010
"20790",5,1,12,"Classic College & Pro Basketball",7.6,2,2005
"20791",110,10,162,"Kraken-Alarm",6.021,1.3,2010
"20792",193,26,399,"1862: Railway Mania in the Eastern Counties",8.16513,4.3462,2013
"20793",4,1,3,"Ocaso Zombie",5.25,1,2010
"20794",41,2,123,"Dorn: Koschei's Eternal Return",7.93659,3,2009
"20795",1055,81,1354,"Safranito",6.93417,1.7531,2010
"20796",4,3,7,"CHem-eO",6.6975,1.6667,2009
"20797",103,14,204,"Schlag den Raab: Das Spiel",6.34301,1.5,2010
"20798",42,4,50,"Neuron",5.37381,2,2010
"20799",197,29,729,"The Dark Valley",7.8932,3.2414,2013
"20800",4,1,4,"Primal Rage: Rage On Urth!",5,2,1994
"20801",76,4,122,"Dizios",5.75,2,2009
"20802",2,1,3,"SAS: Spee",7.5,4,2005
"20803",10,1,20,"Zozzle",6.35,1,2010
"20804",1,1,6,"Rollerball (future sport)",5,3,2006
"20805",56,1,263,"Humans!!! 2: Sea Food",6.28125,1,2010
"20806",177,10,703,"Zombies!!! 9: Ashes to Ashes",6.66412,1.6,2010
"20807",240,11,1098,"A Game of Thrones: The Card Game – Lords of Winter",7.36454,2.8182,2010
"20808",77,12,165,"The Last of the Independents",6.35584,1.6667,2010
"20809",42,5,43,"Zagłada Atlantydy",6.35833,2.6,2011
"20810",2,1,6,"Meatball Madness",4,2,2009
"20811",22,4,28,"2012: The Day of Fallout",3.90909,1.75,2010
"20812",395,27,588,"Boomerang",6.52614,1.5185,2010
"20813",18,4,38,"Polska 1939",6.05556,2.75,2009
"20814",93,12,206,"MERCS",7.53226,2.75,2010
"20815",41,3,363,"Call of Cthulhu: The Card Game – Murmurs of Evil Asylum Pack",7.59268,3,2010
"20816",11,2,15,"Esians",5.86364,1.5,2008
"20817",1,1,2,"Because It's There!",4.5,1,2002
"20818",17,4,38,"Hexenduell",5.66176,1,2010
"20819",43,2,79,"RisiKo! Challenge",6.2907,2,2010
"20820",41,3,85,"Diamoniak",5.11463,1,2009
"20821",120,8,123,"VeloCity",5.79417,2,2010
"20822",4,3,8,"Mekawing",7.375,2.3333,2007
"20823",25,2,44,"Schatz der Kobolde",6.494,1,2010
"20824",226,17,215,"Charly",5.82212,1.3529,2010
"20825",28,1,29,"Monstermania",5.58571,1,2010
"20826",1027,44,3196,"Talisman (Revised 4th Edition): The Highland Expansion",7.32915,2.3182,2010
"20827",6,2,10,"Zombie Chess",6.25,2.5,2010
"20828",56,2,189,"Talisman (Revised 4th Edition): Crown of Command",7.18036,2.5,2009
"20829",173,10,632,"Carcassonne: Die Kornkreise",6.75902,1.8,2010
"20830",33,1,119,"Talisman (Revised 4th Edition): Danse Macabre",7.31515,3,2009
"20831",28,1,93,"Talisman (Revised 4th Edition): Instructor",7.35714,3,2009
"20832",28,1,101,"Talisman (Revised 4th Edition): Doppelganger",7.25,3,2009
"20833",9,1,33,"Talisman (4th Edition): Arena",6.25556,3,2007
"20834",7,2,20,"Talisman (4th Edition): Rod of Ruin",6.14286,3,2007
"20835",7,2,4,"Flume",5.85714,4,2010
"20836",44,12,204,"The War: Europe 1939-1945",6.86591,4.5,2012
"20837",29,7,33,"Deterrence",6.40345,2.5714,2012
"20838",110,29,217,"Tank on Tank",6.82091,1.4828,2010
"20839",55,7,80,"Frutti di Mare",5.80182,1,2009
"20840",196,8,376,"Ultimate Werewolf: Compact Edition",6.81224,1.5,2010
"20841",95,9,475,"Ultimate Werewolf: Classic Movie Monsters",7.23579,1.2222,2010
"20842",354,33,486,"Water Lily",6.58911,1.2727,2010
"20843",1153,102,1769,"Tikal II: The Lost Temple",6.89224,2.6471,2010
"20844",550,20,761,"PIX",6.68339,1.4,2012
"20845",1657,138,1881,"Sobek",6.76414,1.7899,2010
"20846",97,23,356,"The Coming Storm",7.98928,3.1739,2010
"20847",6,1,6,"Dots",5.91667,1,2008
"20848",1794,101,6003,"Arkham Horror: The Lurker at the Threshold Expansion",7.81887,3.3267,2010
"20849",4,3,32,"One Night in Taranto",5.625,2.3333,2010
"20850",1761,130,3150,"Catan Histories: Settlers of America – Trails to Rails",6.89457,2.6615,2010
"20851",4,1,27,"Clue: Secrets in Paris",6,2,2009
"20852",32,3,51,"Terminator Salvation",7.29063,2.3333,2010
"20853",770,60,1314,"Warmachine Prime Mk II",7.92133,3.7167,2010
"20854",13,4,49,"Bloody Steppes of Crimea: Alma – Balaclava – Inkerman 1854",7.76923,3.25,2014
"20855",2,1,11,"Spouse-ology",3.5,1,2007
"20856",215,20,270,"Armorica",6.50349,2.2,2010
"20857",18,2,35,"Talisman (4th Edition): Optional Characters",6.86838,3,2008
"20858",262,28,376,"Hey Waiter!",6.30405,1.3929,2010
"20859",18,2,70,"The Jewel in the Crown",7.25,2,1985
"20860",26,1,114,"Talisman (second edition): White Dwarf #115 Cards",7.01923,2,1989
"20861",8,2,5,"Riches 'n Rascals",5.4375,1,2010
"20862",3,1,3,"Hog Mob!",6,3,2014
"20863",25,6,88,"Command at Sea (4th Edition)",7.86,4.8333,2008
"20864",21,3,51,"Make 'n' Break Würfelspiel",5,1,2010
"20865",2,1,20,"Attacke",4.5,2,1972
"20866",2,2,2,"Kaeru",5.5,1.5,2010
"20867",215,30,406,"Rails of New England",6.59791,3.3333,2011
"20868",2,1,4,"Icebreaker, rompe el hielo",6,2,2010
"20869",24,1,146,"Guards Tank: The Battle of Prochorovka, July 1943",6.50417,5,2010
"20870",3,1,1,"Gate",7.33333,2,2010
"20871",13,2,58,"Classic BattleTech: Technical Readout 3075",7.46154,3,2008
"20872",21,4,29,"ASG Golf",7.72857,3,2009
"20873",8,1,18,"Spies&Spooks: The Cold War Edition",7.1875,2,2010
"20874",94,8,415,"Monsterpocalypse: Voltron – Defender of the Universe Battle Game",7.03404,2.375,2010
"20875",16,3,51,"Farben & Formen",6.09375,1,2008
"20876",377,44,960,"Harry Potter Hogwarts",6.00212,1.5455,2010
"20877",514,24,864,"Caveman Curling",6.3363,1.1667,2010
"20878",165,13,304,"Bubble Talk",5.6197,1.0769,2010
"20879",2377,207,4306,"Battles of Westeros",7.3897,3.1836,2010
"20880",7,1,15,"Questions pour un Champion",6,2,1996
"20881",71,10,501,"ASL Journal #8",8.04648,4.6,2010
"20882",24,2,34,"Essentia",7.77083,2,2010
"20883",16,2,55,"Warzone: Dawn of War",7.625,3.5,1996
"20884",59,6,380,"ASL Journal #1",7.97458,4.3333,1999
"20885",19,3,30,"Isla Tetra",6.06412,2.6667,2010
"20886",44,7,434,"WO Bonus Pack #1: ASL Scenario Bonus Pack for Winter Offensive 2010",7.80682,4.1429,2010
"20887",2,2,6,"Powerhouse",6.75,3,2010
"20888",492,46,1267,"Die Säulen der Erde: das Kartenspiel",6.16691,2.1087,2010
"20889",14,1,83,"Tyrant's Lair",7.32143,2,2010
"20890",184,27,866,"D-Day at Tarawa",8.27527,3.4444,2014
"20891",93,7,589,"D-Day at Peleliu",8.34086,3.8571,2015
"20892",121,11,62,"Way of the Dragon",5.85537,1.2727,2010
"20893",23,5,27,"Nay-Jay!",7.08696,1.8,2010
"20894",28,1,108,"U-Build Mouse Trap",3.95714,1,2010
"20895",41,7,137,"U-Build Battleship",4.1561,1.4286,2010
"20896",29,2,94,"U-Build Connect 4",4.15862,2.5,2010
"20897",27,2,106,"U-Build Sorry!",4.68704,1,2010
"20898",286,23,787,"Scrabble Flash",5.83432,1.3913,2010
"20899",11,1,41,"Panzer Grenadier: Winter Wonderland",7,3,2009
"20900",5,1,2,"Szare Szeregi",2.3,1,2009
"20901",21,4,79,"Chez Cthulhu: Cthulhu Mask Promo Card",6.07143,1.5,2009
"20902",4,2,19,"Racławice 1794",6.5,3,2010
"20903",14,2,116,"Corunea RCG Adventure pack #1: Noloc Shulius & Makual",7.47857,2.5,2009
"20904",255,23,331,"Offerings",6.45318,2.8261,2010
"20905",88,12,332,"Nab-It!",5.55682,1.9167,2010
"20906",1,1,5,"The Stock Car Racing Game",2,1,1981
"20907",6,3,3,"1862: The Pacific Railway Act",7,2,2010
"20908",23,6,59,"Susume!! Kaizoku-san",4.95652,1,2008
"20909",3,1,7,"Foundry Miniatures Compendium:  Pirates to Darkest Africa",5.66667,3,2008
"20910",443,20,1157,"Revolution! The Palace",7.33332,2.2,2010
"20911",22,3,28,"Pilus",7.14773,2,2011
"20912",15,4,45,"We Shall Fight on the Marne",6.54667,2.25,2010
"20913",64,7,388,"ASL Annual '89",7.58594,4.7143,1989
"20914",60,3,382,"ASL Annual '90",7.59167,5,1990
"20915",69,7,130,"Piou Piou",6.66884,1,2009
"20916",21,2,52,"Heiss auf Eis",5.52857,1,2010
"20917",16,3,39,"Stix & Stones",6.62313,1.3333,2010
"20918",1405,73,2267,"Anomia",6.6641,1.0822,2010
"20919",130,13,347,"Dungeon Crawler",6.84246,2.5385,2010
"20920",4,1,10,"AZ Kviz",6.4,1,2007
"20921",12,3,23,"The Curse of the Pharaoh",5.13333,1,2008
"20922",1234,88,2225,"Lords of Scotland",6.78539,1.9318,2010
"20923",30,7,242,"Hungarian Nightmare",6.86333,3.2857,2011
"20924",234,26,399,"Mini FITS",5.86231,1.2308,2010
"20925",235,18,554,"Colonialism",6.85404,2.8889,2013
"20926",309,30,519,"The Message",6.90741,2.4,2009
"20927",3,2,15,"You May Fire When Ready Gridley! Rules For Pre-Dreadnought Naval Wargames 1880 To 1905",7.66667,2,2005
"20928",5,2,16,"Uchiiri Tyuushingura",6.6,1.5,2010
"20929",1761,98,1731,"Puzzle Strike",6.7562,2.2857,2010
"20930",5,2,10,"Perfidious Albion: Naval Wargame Rules For The Pre-Dreadnought Era",7.76,3,2005
"20931",2,1,7,"Fighting Fleets",4.5,2,2004
"20932",4,1,18,"Forge of War",6.25,2,2008
"20933",56,5,400,"ASL Annual '91",7.59375,5,1991
"20934",4,1,5,"Świat Dinozaurów",6,2,2009
"20935",8,1,7,"Ascend",7.0625,3,2010
"20936",10,1,11,"Double Knot",7.29,3,2010
"20937",46,6,14,"Mahjong Solitaire",4.71848,1.1667,1981
"20938",1,1,1,"De Boer Sjopspel",4,1,1989
"20939",15,1,68,"Nanuk: 1st Promo Card",6.58667,1,2010
"20940",5,1,9,"Tank Attack",5,3,2010
"20941",112,17,184,"Workshop of the World",6.53589,2.5882,2010
"20942",8,1,30,"Mimik Memo",4.75,1,2010
"20943",27,8,59,"Politico: The Fall of Caesar",5.82593,1.875,2010
"20944",11,2,35,"Tempt",5.40909,2,2010
"20945",3,1,3,"Ritual",5.83333,2,2010
"20946",5,1,9,"Felix Farbenschaf",6.38,1,2009
"20947",4,1,7,"Sword of Fire",5.5,1,2010
"20948",10,4,48,"Battle for Korsun",7.05,1.25,2010
"20949",1,1,2,"Dice Floor",6,2,2010
"20950",6,1,12,"Star Fleet Scramble",7.25,2,2010
"20951",147,14,714,"Conflict of Heroes: Guadalcanal – The Pacific 1942",8.33605,3,2016
"20952",204,18,370,"Gold Mine",5.92789,1.4444,2010
"20953",2,1,2,"Gibs",7.75,1,2010
"20954",3,1,11,"Doubloon Dippity",1.16667,1,2009
"20955",6,1,14,"Sink or Swim",3.16667,1,2009
"20956",3,1,14,"Bed of Pearls",4,1,2009
"20957",11,1,20,"O' PenzedoR!",5.22727,1,2010
"20958",52,6,387,"ASL Annual '92",7.69231,4.6667,1992
"20959",2,1,3,"Rat Zvijezda",7.5,1,1987
"20960",5,1,10,"Snack Factory",6.7,2,2010
"20961",2069,141,2891,"Isla Dorada",6.76891,2.1631,2010
"20962",122,27,297,"Toe-to-Toe Nu'klr Combat with the Rooskies",6.48238,1.3704,2010
"20963",39,10,159,"Gettysburg: The Wheatfield",7.19359,2.5,2011
"20964",232,32,366,"Levée en Masse",6.92004,1.6875,2010
"20965",14,3,87,"Circus Train Expansion Kit",7.17857,2,2010
"20966",85,5,48,"Catchup",7.664,2.8,2010
"20967",33,6,58,"Topology",6.75758,2.3333,2010
"20968",1,1,7,"Labyrinthine",5,5,1977
"20969",302,23,701,"Fabula",5.86189,1.4783,2010
"20970",826,87,1267,"Railways of the World: The Card Game",6.76571,2.2069,2010
"20971",20,6,62,"Growling Tigers under Siege: Defense of Changde 1943",7.695,2.8333,2010
"20972",1,1,5,"Scrabble People Letter-Matching Board Game",4,1,1985
"20973",864,73,1633,"The Mines of Zavandor",6.63487,2.6164,2010
"20974",133,30,606,"Objective: Kiev",6.87838,1.8333,2010
"20975",74,8,152,"Loot and Scoot",5.84054,1.25,2010
"20976",200,37,804,"FAB: Sicily",7.38525,3.0811,2011
"20977",1030,136,2279,"No Retreat! The Russian Front",7.83472,3.0809,2011
"20978",53,1,331,"A Game of Thrones: The Card Game – Return of the Others",6.77811,3,2010
"20979",51,4,88,"Fairy Tale (fan expansion for Dominion)",6.80688,2.75,2010
"20980",3,1,3,"Talk in Text",5.41667,1,2009
"20981",279,29,992,"High Frontier Expansion",8.00928,4.2069,2010
"20982",8,1,5,"Definity",6.45,2,2009
"20983",108,8,369,"Tell Tale",5.87333,1.125,2010
"20984",12,3,44,"Relic Raiders: Mystic Tower and the Book of Spells",4.08333,1,2009
"20985",10,1,25,"Sushi Panic!",6.13,1,2009
"20986",60,14,101,"Trenchzone",7.61,2,2010
"20987",7412,485,10101,"Eminent Domain",7.13935,2.5031,2011
"20988",51688,3510,66328,"7 Wonders",7.83595,2.3444,2010
"20989",10,1,30,"Wakfu",6.7,2,2009
"20990",4,1,5,"Princezny na plese",2.75,1,2008
"20991",1,1,3,"Floating Fortress",4,2,2010
"20992",3,2,4,"Cognes",5.33333,1,2010
"20993",41,10,109,"Outrider",7.13268,2.1,2010
"20994",17,6,117,"Pax Romana",6.55882,1.3333,2010
"20995",20,3,42,"Inspektor Hase",6.225,1,2010
"20996",9,1,23,"Hasenjagd",5.44444,1,2010
"20997",5,2,16,"Battle of Anegawa",7,2.5,2010
"20998",245,32,358,"Popular Front",7.13265,2.2188,2010
"20999",5,2,32,"War Unleashed: Volume 1",6.8,3,2010
"21000",16,2,21,"Kocham Cię, Polsko!",4.1875,1.5,2009
"21001",475,37,1243,"12 Realms",6.00229,2.027,2010
"21002",10,1,11,"Bigbep Hockey",7,3,2006
"21003",17,4,60,"Armor Grid: Mech Attack!",7.70588,2,2010
"21004",3,1,10,"Conquista la Corona",6.33333,1,1993
"21005",45,1,326,"ASL Journal #4",7.58667,5,2002
"21006",57,7,387,"ASL Journal #3",8.05263,4.5714,2001
"21007",53,5,374,"ASL Journal #6",7.64906,4.2,2005
"21008",6,1,11,"Nexus Taxi",6,1,2010
"21009",9,4,20,"Republic to Empire",7.44444,4,2009
"21010",152,9,811,"Warhammer: Invasion – The Burning of Derricksburg",7.43158,2.3333,2010
"21011",7,2,15,"Under the North Star: The Finnish Civil War 1918",5.85714,2,2010
"21012",27,5,29,"Jin Li",6.3537,1.6,2010
"21013",5,1,8,"Babes in the Wood",5.5,1,2009
"21014",1,1,11,"Emil und die Detektive",6,1,1969
"21015",553,26,2227,"Memoir '44: Breakthrough",8.24849,2.3462,2010
"21016",2,1,3,"The Grass of Parnassus",5,2,2010
"21017",8,2,18,"Zombie Office",6.5,2.5,2010
"21018",5,1,2,"Jostle",3.6,4,2010
"21019",17,3,44,"Warhammer 40,000: Spearhead",5.72353,3.3333,2010
"21020",55,12,276,"Storming the Reich",7.29795,3,2010
"21021",187,39,787,"Enemy Action: Ardennes",8.75802,4.0256,2015
"21022",345,20,1040,"Tanto Cuore: Expanding the House",7.63464,2.15,2010
"21023",1,1,1,"Mad Scientist!",8,2,2010
"21024",135,18,338,"Boots on the Ground",6.35152,1.8889,2010
